Lean Pockets,"Sandwiches, Ham & Cheese, Whole Grain Crust","Ham & Cheese, Whole Grain Crust","Water, Ham Turkey Added Ground & Formed Natural Hickory Smoke Flavor Added,Contains Up to 18% of Water, Dextrose, Salt, Sugar, Sodium Phosphates, Natural Hickory Smoke Flavor, Flavorings, Sodium Erythorbate, Sodium Nitrite, Whole Wheat Flour, Unbleached Enriched Flour,Wheat Flour,Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid, Reduced Fat Cheddar Cheese,Pasteurized Part-Skim Milk, Cheese Cultures, Salt, Enzymes, Annatto, Vitamin A Palmitate, Seasoning,Corn Maltodextrin, Whey, Buttermilk Powder, Cheddar Cheese,Milk, Cheese Cultures, Salt, Enzymes, Palm Oil, Salt, Corn Syrup Solids, Sugar, Sunflower Oil, Modified Corn Starch, Methyl Cellulose, Dehydrated Garlic, Citric Acid, Titanium Dioxide, Disodium Phosphate, Sodium Phosphate, Lactic Acid, Blue Cheese,Milk, Cheese Cultures, Salt, Enzymes, Sodium Caseinate,Milk, Dipotassium Phosphate, Disodium Inosinate & Guanylate, Natural & Artificial Flavor, Extractives of Paprika, Extractives of Turmeric, Margarine,Partially Hydrogenated Soybean Oil, Palm Oil, Water, Partially Hydrogenated Cottonseed Oil, Sugar, Mono- and Diglycerides, Artificial Flavor, Soybean Lecithin, Potassium Sorbate and Citric Acid,Preservatives, Colored with Annatto and Turmeric, Vitamin A Palmitate, Less than 2% Sugar, Modified Food Starch, Whey, Non Fat Dry Milk, Partially Hydrogenated Palm Kernel Oil,with Soy Lecithin, Dough Conditioner,Calcium Sulfate, Salt, L-Cysteine Hydrochloride, Garlic Powder, Tricalcium Phosphate, Enzymes, Unbleached Enriched Flour,Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid, Egg Yolks, Yeast, Methylcellulose, Salt, Soy Flour, Egg Whites, Soybean Oil",270,70,8,4,2,1,piece
Black Tie,Quesadilla Cornucopia,,"Filling: Monterey Jack Cheese with Jalapeno Peppers,Monterey Jack Cheese,Milk, Cheese Culture, Salt, Enzymes, Water, Jalapeno Peppers,Jalapeno Pepper, Vinegar, Salt, Sodium Phosphate, Milkfat, Salt, Sodium Hexametaphosphate, Pasteurized Processed Cheddar Cheese,,Milk, Cheese Culture, Salt, Enzymes, Water, Sodium Phosphate, Milkfat, Cellulose Gel, Sodium Hexametaphosphate, Salt, Artificial Color, Tomato, Bell Pepper, Onion, Green Onion, Cilantrol, Problano Pepper, Margarine,Soybean Oil, Partially Hydrogenated Soybean Oil, Water, Salt, Whey, Soy Lecithin, Sodium Benzoate and Citric Acid as Preservatives, Soybean Mono and Diglycerides, Artificial Flavor, Beta Carotene,Color, Added Vitamin A Palmitate, Soybean Oil, Garlic, Modified Food Starch Tortilla: Enriched Flour,Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid, 100% Vegetable Shortening, Salt, Baking Powder,Sodium Acid Pyrophosphate, Bicarbonate Soda, Corn Starch, Mono Calcium Phosphate, Water, Calcium Propionate Flour Paste: Water, Flour,Bleached Wheat Flour, Malted Barley Flour",350,150,17,8,2.5,5,pieces
Hormel,Noodles & Beef,,,150,20,2,1,1,1,tray
Royal Dansk,"Luxury Wafers, Vanilla",Vanilla,"Sugar, Wheat Flour, Palm Oil, Tapioca Starch, Dextrin, Whey, Rice Flour, Milk, Dairy Creamer,Whey, Vegetable Oils,Coconut, Palm, Natural Flavor, Soy Lecithin, Salt, Soy Lecithin, Artificial Flavors,Vanilla, Milk, and Eggs",130,45,5,2,13,3,pieces
Chatfield's,Dark Semi-Sweet Chips,,,80,50,6,3.5,19,1,tbsp
Essential Everyday,"Cheese, Reduced Fat, Sharp Cheddar","Reduced Fat, Sharp Cheddar","Pasteurized Part-Skim Milk, Cheese Culture, Salt, Enzymes, Color Added, Vitamin A Palmitate",80,45,5,3,8,1,oz
Stouffer's,Grilled Asiago Chicken & Penne Pasta,,,320,90,10,4,3,0.33,package
Wild Oats,"Instant Rice Noodle Soup, Garlic & Vegetables",Garlic & Vegetables,"Rice Noodles, Seasoning Packet,Cane Sugar, Salt, Garlic Powder, Yeast Extract, Natural Flavors, White Pepper, Spices, Onion Powder, Black Pepper, Oil Sachet,Rice Bran Oil, Paprika Oil Gluten free",190,5,0,0,1,1,pkg
Renaissance Farm,Stuffed Sweet Peppers,,"Pepper, Rice Blend:,Rice, Brown Rice, Wild Rice, Peppers, Carrots, Onions, Celery, Carr Valley Feta,Pasteurized Cow's Milk, Cheese Cultures, Enzymes, Salt, Egg, Garlic, Zalta Fresh Herb Infused Sea Salts,Sea Salt, Fresh Green Garlic, Thyme, Rosemary, Spices",160,25,2,1,1,12,oz
Atkins Advantage,French Vanilla Shake,,"Water, Milk Protein Concentrate, Sunflower Oil, Soy Protein Isolate, Natural And Artificial Flavors, Cellulose Gel, Magnesium Phosphate, Calcium Phosphate, Potassium Citrate, Sodium Hexametaphosphate, Cellulose Gum, Sucralose, Carrageenan, Vitamin Mineral Mix,Zinc Gluconate, Ferric Orthophosphate, D-L Alpha Tocopheryl Acetate, Niacinamide, Manganese Gluconate, Maltodextrin, D-Calcium Pantothenate, Beta Carotene, Pyridoxine Hydrochloride, Thiamine Hydrochloride, Riboflavin, Chromium Chloride, Folic Acid, Biotin, Potassium Iodide, Sodium Molybdate, Sodium Selenite, Vitamin K-1 And Cyanocobalamin, Salt, Acesulfame, Potassium And Sodium Ascorbate Vitamin K 20%, Biotin 30%, Pantothenic Acid 20%, Selenium 20%, Chromium 20%, Molybdenum 20%",160,80,9,3,1,11,fl oz
Resource,"Thickened Water, Nectar Consistency, Lemon Flavored","Nectar Consistency, Lemon Flavored","Water, Corn Starch Modified, Sugar, Natural Flavor, Phosphoric Acid",70,0,0,0,1,1,carton
America's Choice,"Spinach, Chopped",Chopped,Spinach,30,0,0,0,6,1,cup
Giant,Ground Beef Patties,,,290,200,23,9,16,1,patty
StartKist Selects,Russet Potatoes,,,110,0,0,0,0,1,potato
Roundy's Fisherman's Reserve,"Wild Pacific Salmon Fillets, Sweet & Spicy Peach Salsa",,,180,60,6,1,2,1,fillet
Kellogg's Eggo,Brown Sugar Cinnamon Roll Wafflers,,,250,80,9,2.5,4,2,waffles
ProBar,"High Performance Whole Food Nutrition, Whole Berry Blast",Whole Berry Blast,"Natural Unsalted Almond Butter,Almonds, Brown Rice Syrup With Real Fruit Puree, Barley Malt Syrup, Fruit & Nut Mix,Raisins, Sunflower Seeds, Juice Sweetened Papaya, Juice Sweetened Pineapple, Dates, Cashews, Unsweetened Coconut, Pumpkin Seeds, Brazil Nuts, Granola,Rolled Oats, Raisins, Corn Flakes,,Corn, Flour, Mixed Fruit Juice Concentrate {Pineapple Juice, Pear Juice, Peach Concentrate}, Organic Rye, Crisp Brown Rice {Brown Rice and Malted Barley Flour}, Organic Evaporated Cane Juice, Grape Concentrate, Expeller Pressed Canola Oil, Brown Rice Syrup, Flax Seeds, Hemp Seeds, Almonds, Apples, Oat Bran, Organic Oat Syrup Solids, Sea Salt, Organic Molasses, Rice Bran Extract, Epasote, Prune Powder, Cardamom, Fennel, Fenugreek, Nutmeg, Natural Orange Oil, Carob Chips,Whole Grain Malted Barley and Corn, Palm Oil, Carob Powder, Soy Lecithin, Dates, Organic Sunflower Seeds, Organic Unsweetened Coconut, Organic Flax Seeds, Dried Strawberries,Strawberries, Apple Juice, Sunflower Oil, Organic Brown Sesame Seeds, Dried Blueberries,Blueberries, Apple Juice, Sunflower Oil",380,170,19,4,1,1,ea
Fresh Express,American Vegetable Salad,,,10,0,0,0,0,1.5,cups
Alvarado St. Bakery,"Bread, Whole Wheat 7-Grain",Whole Wheat 7-Grain,"Organic Whole Wheat Flour, Filtered Water, Wheat Gluten, Honey, Organic Millet, Organic Cracked Wheat, Organic Corn Meal, Fresh Yeast, Pure Barley Malt, Molasses, Expeller Pressed Safflower Oil, Sea Salt, Organic Raisins, Organic Oats, Organic Rye, Organic Sunflower Seeds, Organic Flax Seeds, Soy Based Lecithin",80,15,1,0,20,1,slice
Safeway,Rotelle,,"Durum Wheat, Semolina,,Enriched with Iron,Ferrous Sulfate and B Vitamins,Niacin, Thiamin Mononitrate, Riboflavin, Folic Acid",210,10,1,0,8,2,oz
Clover Valley,Long Grain Brown Rice,,,150,10,1,0,21,0.25,cup uncooked
CJ,Korean BBQ Sauce,,,25,0,0,0,33.3,1,tbsp
Kroger,Grade A Jumbo Eggs,,,90,50,5,2,12,1,egg
Sage Valley,"Raisins, Dark Chocolate",Dark Chocolate,"Organic Dark Chocolate,Organic Evaporated Cane Juice, Organic Chocolate Liquor, Organic Cocoa Butter, Organic Soy Lecithin,an Emulsifier, and Organic Vanilla, Organic Raisins and Organic Confectioners Glaze",160,70,8,4,8,1,oz
Sheng Kee Bakery,Taro Pastry,,,240,92,10,3,8,1,pcs
Hampton Farms,"Peanuts, Salted & Roasted",,,170,110,12,2,40,25,pieces
Voskos,"Yogurt, Greek, Blended Greek Honey","Greek, Blended Greek Honey","Grade A Pasteurized Skim Milk, Honey and Live and Active Cultures",130,0,0,0,1,5.3,oz
Firestone,Organic Tropical Island Fruit Blend,,,70,0,0,0,13,140,g
HMR Entree,Bean and Beef Enchiladas,,,210,25,3,1,1,1,tray
Andy Boy,Romaine Hearts,,,20,0,0.5,0,0,6,leaves
Lundberg Family Farms,"Medium Grain Rice, White Arborio 32 Oz",White Arborio 32 Oz,Eco-Framed White Arborio Rice,160,10,1,0,20,45,G
Essential Everyday,"Pickles, Dill",,,0,0,0,0,20,2.5,pickle
Stephen's,"Cider, Gourmet Caramel Apple",Gourmet Caramel Apple,"Sugar, Corn Syrup Solids, Natural and Artificial Flavors, Partially Hydrogenated Coconut Oil, Citric Acid, Silicon Dioxide, Sodium Citrate, Malic Acid, Tricalcium Phosphate, Magnesium Oxide, Sodium Caseinate, Carageenan, Mono and Diglycerides, Caramel Color, Ascorbic Acid Contains Milk",90,10,1,1,20,23,G
Lipton Beverage,"Iced Tea Mix, Tea & Honey Iced Green Tea/Blackberry Pomegranate",Tea & Honey Iced Green Tea/Blackberry Pomegranate,"Honey Granules,Sugar, Honey, Citric Acid,Provides Tartness, Green Tea Powder, Hibiscus Extract, Sucralose,Sweetener, Maltodextrin, Natural Flavor, Blackberry Juice Solids, Isomalt, Soy Lecithin, Pomegranate Juice Solids",5,0,0,0,40,2,G
Great Value,"Condensed Soup, Chicken, with Rice","Chicken, with Rice","Water, Chicken Stock, Rice, Chicken Meat, Carrots, Salt, Celery, Modified Cornstarch, Monosodium Glutamate, Soybean Oil, Soy Protein Isolate, Onion Powder, Maltodextrin, Natural Flavor, Beta-Carotene,for Color, Sodium Phosphate, Garlic Powder",70,20,2,0,2.5,0.5,cup
HT Traders,Chicken Fried Rice,,,240,20,2,0,3,1,cup
Alaga,Pancake Syrup,,"Corn Syrup, High Fructose Corn Syrup, Water, Potassium Sorbate, Sodium Benzoate, Artificial Maple Flavor, Caramel Coloring",220,0,0,0,12,0.25,cup
Jenny Craig,Turkey Bacon & Egg White Sandwich,,,210,60,7,2.5,1,1,package
"Always Fresh, Always On",Turkey & Cheese,,,400,120,14,5,1,1,ea
Kroger,"CARBmaster Cultured Dairy Blend, Cherry",,,60,10,1.5,1,0,1,container
Kroger,"Cashews, Unsalted",Unsalted,"Cashews, Peanut and/or Cottonseed Oils",160,120,14,2,10,0.25,cup
Market Basket,Diet Orange Soda,,,0,0,0,0,8,8,fl oz
Festin,"Pasta Sauce, Premium, Authentic Italian Plum Tomato Marinara Sauce","Premium, Authentic Italian Plum Tomato Marinara Sauce","Tomato Puree,Water, Tomato Paste, Italian Plum Tomatoes, Water, Expeller Pressed Canola Oil, Organic Roasted Onions, Carrots,Carrots, Water, Salt, Calcium Chloride, Sea Salt, Dried Onion, Spices, Dried Garlic, Extra Virgin Olive Oil, Garlic Powder Gluten free",70,30,3,0,5,0.5,cup
Hannaford,"Cereal, Sweetened Oat with Marshmallows",Sweetened Oat with Marshmallows,"Whole Grain Oat Flour,Includes the Oat Bran, Marshmallows,Sugar, Corn Syrup, Dextrose, Modified Food Starch, Gelatin, Artificial and Natural Flavor, Yellow 5 & 6, Red 40, Blue 1, Sugar, Wheat Starch, Corn Syrup, Salt, Calcium Carbonate, Color Added, Dicalcium Phosphate, Trisodium Phosphate, Artificial Flavor, Vitamin C,Sodium Ascorbate, Zinc and Iron,Mineral Nutrients, A B Vitamin,Niacinamide, BHT,a preservative, Vitamin B6,Pyridoxine Hydrochloride, Vitamin B2,Riboflavin, Vitamin, Vitamin B1,Thiamin Mononitrate, Vitamin A Palmitate,  A B Vitamin,Folic Acid, Vitamin B12, Vitamin D",120,10,1,0,13,0.75,cup
Metabolic Research Center,Mixed Berry Drink,,,70,0,0,0,7,1,packet
Bison,"Cottage Cheese, with Pineapple, Small Curd","with Pineapple, Small Curd","Cultured Pasteurized Grade A Nonfat Milk, Cream, Pineapple, Sugar, High Fructose Corn Syrup, Whey, Salt, Modified Food Starch, Maltodextrin, Natural Flavors, Pineapple Juice, Citric Acid, Phosphoric Acid, Guar Gum, Carrageenan, Carob Bean Gum, Potassium Sorbate,to Preserve Freshness, Enzyme",140,35,4,2,4,0.5,cup
International Delight,"Iced Coffee Beverage, Vanilla",,,160,22.5,2.5,1.5,0,1,cup
Wild Oats,Jalapeno Stuffed Olives,,"California Olives Stuffed With Jalapenos, Water, Salt, Lactic Acid and Vinegar",15,15,1,0,20,0.5,oz
Pita Gourmet,Balady,,,160,9,1,0.1,0,1,roll
Land O Lakes,"Hot Cocoa Mix, Cappuccino Classics Suprema 1.16 Oz",Cappuccino Classics Suprema 1.16 Oz,"Sugar, Non Dairy Creamer,Corn Syrup Solids, Partially Hydrogenated Coconut and Soybean Oil, Sodium Caseinate,A Milk Derivative, Potassium Phosphate, Mono and Diglycerides, Sugar, Sodium Stearoyl Lactylate, Soy Lecithin, Color,Annatto, Turmeric,  Artificial Flavor, Nonfat Dry Milk, Instant Coffee, Cocoa,Processed With Alkali, Cellulose Gum, Salt, Artificial Flavor Contains Milk, Soy",140,30,3,3,1,33,G
Celestial Seasonings,"Herbal Tea, Caffeine Free, Chamomile","Caffeine Free, Chamomile",Chamomile Gluten free,0,0,0,0,25,1,tea bag
Namaste Foods,"Frosting Mix, Toffee Vanilla 16.5 Oz",Toffee Vanilla 16.5 Oz,"Brown Sugar, Rice Milk Powder, Silicon Dioxide,Added to Prevent Caking, Salt and Pure Ground Vanilla Bean",150,40,4,2,16,37,G
Healthy Choice,Crustless Chicken Pot Pie,,,280,70,8,2,0,1,meal
Yummy Earth,"Gummy Bears, Organic",Organic,"Organic Rice Syrup, Organic Cane Sugar, Gelatin, Organic Aronia Juice, Organic Black Currant Juice, Natural Flavor, Citric Acid, Ascorbic Acid, Carnauba Wax, Organic Sunflower Oil Gluten free",96,0,0,0,5,11,bears
Key Food,Pure Honey,,,60,0,0,0,16,1,tbsp
Hunter Farms,"Milk, 2% Reduced Fat",,,230,80,9,5,1,1.74,cups
Roundy's,"Cashews, Halves & Pieces, Salted",,,160,120,13,2.5,24,0.25,cup
Frazier Family Foods,"Hot Sauce, Pineapple Habanero",,,0,0,0,0,72,1,tsp
New England Country Soup,"Soup, Caribbean Black Bean",Caribbean Black Bean,"Water, Black Beans, Green Peppers, Red Peppers, Onions, Rice Starch, Chili Peppers, Jalapeno Peppers, Olive Oil, Lower Sodium Sea Salt, Sugar, Cumin, Allspice, Nutmeg",210,20,2,0,2,1,cup
Scarpetta Grocery,"Puttanesca Fresh Pasta Sauce, Gluten Free",,,50,25,3,0.5,5,4,oz
Betty Crocker,"Warm Delights, Molten Chocolate Cake",Molten Chocolate,"Cake Mix: Sugar, Enriched Flour Bleached,Wheat Flour, Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid, Partially Hydrogenated Soybean and/or Cottonseed Oil, Cocoa Processed with Alkali, Corn Starch, Distilled Monoglycerides, Modified Corn Starch, Dried Egg Whites, Whey Protein Isolate, Cellulose Powder, Baking Soda, Salt, Monocalcium Phosphate, Corn Syrup Solids, Nonfat Milk, Soy Lecithin, Xanthan Gum, Artificial Flavor, Freshness Preserved by BHT, Citric Acid, Tocopherol, Ascorbic Acid, Fudge Sauce: Water, Sweetened Condensed Skim Milk,Skim Milk, Sugar, Corn Syrup, Sugar, Fructose, Partially Hydrogenated Palm Kernel Oil, Cocoa, Corn Starch, Buttermilk, Cocoa Processed with Alkali, Butter, Whey, Salt, Sodium Alginate, Natural and Artificial Flavor, Potassium Sorbate,Preservative, Artificial Color, Mono and Diglycerides, Xanthan Gum, Sodium Bicarbonate",370,110,12,6,1,1,bowl
Bachman,"Pub Nuts, Sweetened and Salted Peanuts",Sweetened and Salted Peanuts,"Peanuts, Sugar, Corn Syrup, Peanut Oil, Salt",190,140,15,2,8,0.25,cup
Magnum,"Ice Cream Bar, Double Caramel",,,340,190,21,15,1,98,g
Strathmore,"Carbonated Natural Mineral Water, Lime",Lime,"Water, Carbon Dioxide, Natural Lime Flavor",0,0,0,0,6,8,fl oz
Wegmans,"Ravioli, Three Cheese",Three Cheese,"Pasta: Enriched Durum Semolina,Enriched with Niacin, Ferrous Sulfate, Thiamine Mononitrate, Riboflavin, Folic Acid, Enriched Wheat Flour,Enriched with Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid, Enriched Wheat Flour,Enriched with Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid, Fresh Whole Pasteurized Eggs, Water Filling: Cheese,Ricotta, Parmesan & Romano Cheese Blend,Pasteurized Cow's Milk, Cheese Cultures, Bacterial Culture, Rennet, Calcium Chloride, Microbial Enzyme, Lipase, Cellulose, Toasted Wheat Crumbs,Wheat Flour, Salt, Hydrogenated Soybean Oil, Spices, Cream,with Dextrose, Sodium Citrate, Sodium Phosphate, Carrageenan, Locust and Carob Bean Gum, Fresh Whole Pasteurized Eggs, Salt, Enriched Wheat Flour,Enriched with Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid, Canola Oil, Spices, Seasoning,Glucose Solids, Hydrolyzed Plant Protein,Corn, Soy, Hydrogenated Soybean Oil, Onion Powder, Garlic Powder, Ground Turmeric, Disodium Inosinate and Guanylate,Soy",270,45,5,2,5.5,0.75,cup
Unknown,Skim Milk,,,80,2,0.2,0.1,0,1,cup
Martinelli's Gold MedalR,"100% Juice, Sparkling Apple-Pear",Sparkling Apple-Pear,"Pure Carbonated Filtered Water,Sufficient to Reconstitute Juice Concentrate, 100% Pure Apple Juice from Us Grown Fresh Apples, Pure Concentrated Pear Juice, Natural Flavors",130,0,0,0,1,250,ml
Gwaltney,Naturally Hickory Smoked Thick Cut Sliced Bacon,,"Cured with: Water, Salt, Sugar, Sodium Phosphate, Sodium Erythorbate, Sodium Nitrite",80,60,7,2.5,9,1,fried slice
Rockstar,"Energy Gum, Sugar Free, Iced Orange","Sugar Free, Iced Orange","Maltitol, Sorbitol, Gum Base, Maltitol Syrup, Natural and Artificial Flavors, Carnauba Wax, Caffeine, Taurine, Titanium Dioxide,Color, Gum Arabic, Citric Acid, Inositol, Niacinamide, Malic Acid, Glycerin, Sucralose, Calcium Pantothenate, Aspartame, Soy Lecithin, Resinous Glaze, Fumaric Acid, Pyridoxine Hydrochloride, Acesulfame Potassium, Riboflavin, Cyanocobalamin, BHT,to Maintain Freshness Active Ingredients,per Serving: Caffeine,80 mg, Taurine,75 mg, Inositol,25 mg, Vitamin B3,20 mg, Vitamin B5,10 mg, Vitamin B6,2 mg, Vitamin B2,05 mg, Vitamin B12,6 mcg",10,0,0,0,0,2,pieces
America's Choice,"Lima Beans, Lima Bean, Fordhook","Lima Bean, Fordhook","Fordhook Lima Beans, Salt,Processing Aid",100,0,0,0,6,0.5,cup
Unknown,Coconut Oil,,,120,126,14,12,0,15,ml
Crio Bru,"Cavalla French Roast, Coffee",,,10,0,0,0,0,2,tbsp grounds
Dillions,"Potato Salad, Mustard",,,190,90,10,1.5,3.5,0.5,cup
WinCo Foods,"Sugar, granulated",,,15,0,0,0,454,1,tsp
Michele's,"Granola, Pumpkin Spice",,,150,90,10,2,12,0.25,cup
Lipton Beverage,"Iced Tea Mix, Lemon Calorie Free",Lemon Calorie Free,"Citric Acid,Provides Tartness, Instant Tea, Maltodextrin, Sodium Saccharin, Natural Lemon Flavor",0,0,0,0,140,1.2,G
The Deli Counter,Party Cheese Tray,,,110,80,9,6,3.5,2,slices
CVS Pharmacy,Men's Daily Gummies,,,15,0,0,0,25,2,gummies
Spartan,Vanilla Sandwich Cremes,"Sandwich Cremes, Vanilla","Enriched Flour,Contains: Wheat,Bleached Wheat Flour, Niacin, Reduced Iron, Thiamin Mononitrate,Vitamin B1, Riboflavin,Vitamin B2, Folic Acid, Sugar, Vegetable Oil,Contains: Soy,Contains One or More of the Following: Palm, Canola, Soybean with TBHQ for Freshness, Corn Syrup, Dextrose, Corn Flour, Contains Two Percent or Less of: Cornstarch, Salt, Baking Soda, Soy Lecithin,Contains: Soy,Emulsifier, Artificial Color,FD&C Yellow 5, Yellow 6, Natural and Artificial Flavors",120,40,4.5,1.5,26,2,cookies
French Bakery Inc.,Italian Pull-A-Part 3/4 Bake,,,100,0,0,0,10,1,roll
Nutrisystem,Rotini & Meatballs,,,220,50,6,2.5,1,1,package
Tom Sturgis,"Pretzels, Specials",Specials,"Choice Blended Wheat Flour, Salt, Vegetable Shortening,Contains One or More of the Following: Corn, Canola, Cottonseed, Sunflower, Soybean Oil, Yeast, Malt Syrup, Corn Syrup and Soda",120,10,1,0,24,5,pretzels
HCG Support Shake,"Meal Replacement, Rich Vanilla Beans",,,103,18,2,0,20,41,g
Edy's,"Outshine Fruit Bars, Strawberry Wildberry Lime",,,40,0,0,0,12,1,bar
Best Choice,"Shredded Cheese, Fancy, Asiago Medium","Fancy, Asiago Medium","Cultured Pasteurized Milk, Salt, Enzymes, Potato Starch and Powdered Cellulose Added to Prevent Caking, Natamycin,a Natural Mold Inhibitor",110,70,9,6,6,0.33,cup
Cap Candy,"Spin Pop Candy, Toy Story 2, Woody","Toy Story 2, Woody","Sugar, Corn Syrup Starch, Citric Acid, Glycerin, Artificial Flavors, Artificial Colors,Including FD&C Blue No 1, Turmeric Coloring, and BHT Added as a Preservative",60,0,0,0,1,1,pop
Juicy Fruit,"Chewing Gum, Slim Packs",Slim Packs,"Sugar, Gum Base, Corn Syrup, Dextrose, Less than 2% of: Natural and Artificial Flavors, Glycerol, Soy Lecithin, Aspartame, Acesulfame K, Hydroxylated Soy Lecithin, Color,Yellow 5 Lake, BHT,to Maintain Freshness",10,0,0,0,150,1,stick
Tom Sturgis,"Pretzels, Sourdough Hard",Sourdough Hard,"Unbleached Wheat Flour, Water, Salt, Yeast, Soda",140,0,0,0,11,1,pretzel
O Organics,"Macaroni and Cheese Dinner, Organic, Three Cheese","Organic, Three Cheese","Organic Semolina Flour,Durum Wheat, Water, Organic Whole Milk,Grade A Milk, Vitamin D3, Organic White Cheddar Cheese,Pasteurized Grade A Milk, Salt, Cheese Culture, Non-Animal Rennet, Organic Pasteurized Eggs, Organic Unsalted Butter,Grade A Pasteurized Sweet Cream, Lactic Acid, Organic Mozzarella Cheese,Cultured Pasteurized Whole Milk, and Skim Milk, Salt, Microbial Enzymes, Organic Natural Corn Starch, Sea Salt, Organic Wheat Gluten, Natural Organic Cheese Flavor, Organic Parmesan Cheese,Cultured Part Skim Milk, Salt, Enzymes, Organic Black Pepper, Organic Cayenne Pepper, Organic Natural Annatto, Organic Onion Powder",310,60,7,4,4,5,oz
Pereg,"Couscous, Tomato & Herbs",Tomato & Herbs,"All Natural: Couscous, Diced Tomatoes, Herbs, Spices & Onions",130,15,2,0,3,0.33,cup
Chompie's,"NY Plain Bagels, Mini",,,110,0,0,0,12,1,bagel
Smart Ones,Classic Favorites Mini Rigatoni with Vodka Cream Sauce,,"Cooked Enriched Macaroni Product,Water, Enriched Semolina,Semolina, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid, Whole Wheat Flour, Vodka Cream Sauce,Water, Tomatoes,Tomatoes, Tomato Juice, Calcium Chloride, Citric Acid, Tomato Puree,Tomato Paste, Water, Cream,Cream, Milk, Carrageenan, Vodka,Vodka, Salt, Onions, Romano Cheese,Cow's Milk, Cheese Cultures, Salt, Enzymes, Cheese Flavor,Water, Lipolyzed Cream, Butterfat, Salt, Flavoring, Whey Protein Concentrate, Parmesan Cheese,Part Skim Milk, Cheese Cultures, Salt, Enzymes, Olive Oil, Sugar, Modified Cornstarch, Granulated Garlic, Spices, Garlic in Oil,Garlic, Soybean Oil, Citric Acid, Salt, Xanthan Gum, Flavor,Potassium Chloride, Ammonium Chloride, Yeast Extract, Maltodextrin,Corn, Lactic Acid, Citric Acid, Calcium Lactate, Natural Flavor, Lactic Acid, Onion Concentrate,Sauteed Onions, Butter, Salt, Sugar, Onion Powder, Natural Flavor, Tomato Flavor,Medium Chain Triglycerides, Flavor, Soybean Oil, Black Pepper, Reduced Fat Mozzarella Cheese,Part Skim Milk, Cultures, Salt, Vitamin A Palmitate, Enzymes, Water, Carrageenan",280,50,6,2.5,1,1,package
Laura Scudder's,"Dip, Toasted Onion, with Shallots","Toasted Onion, with Shallots","Sour Cream,Cultured Milk, Cream, Nonfat Milk Powder, Gelatin, Toasted Onion Flavor Mix,Toasted Onion, Salt, Sugar, Guar Gum, Caramel Color, Monosodium Glutamate, Partially Hydrogenated Soybean Oil & Cottonseed Oil, Tricalcium Phosphate, Onion, Shallot, Parsley, Sodium Benzoate, Potassium Sorbate",60,40,4,3,11,2,tbsp
Martin's,Potato Rolls,,,130,10,1.5,0,8,1,roll
Yamamotoyama,Yaki Nori Roasted Seaweed,Toasted Seaweed,Ingredients: Seaweed,10,0,0,0,10,1,sheet
Hungry Jack,Redskin & Gold Mashed Potatoes,,,90,0,0,0,15,24,g dry
Smart Cuisine,Meatloaf & Meatball Mix,,,330,250,28,11,5,4,oz
Naked,"100% Juice Smoothie, Boosted Blue Machine, No Sugar Added",,,110,10,1,0.5,30,1,scoop
Devonsheer,"Melba Rounds, Sesame 5.25 Oz",Sesame 5.25 Oz,"Organic Wheat Flour, Organic Sesame Seeds, Organic Canola Oil, Sea Salt, Organic Molasses, Yeast, Organic Wheat Gluten, Organic Vinegar Contains: Wheat",70,15,2,0,10,15,G
Colonial Kitchen,Ground Cinnamon,,,0,0,0,0,142,0.25,tsp
del Monte,Fresh Watermelon,,,25,0.9,0.1,0,5,2.7,oz
Market Basket,"Syrup, Chocolate Flavored",Chocolate Flavored,"High Fructose Corn Syrup, Corn Syrup, Water, Sugar, Cocoa, Contains 2% or Less of Potassium Sorbate,a Preservative, Salt, Mono- and Diglycerides,Adds a Trivial Amount of Fat, Polysorbate 60,an Emulsifier, Xanthan Gum, and Vanillin,an Artificial Flavor",100,0,0,0,36,2,tablespoons
Farm Fresh,Grade AA Large Eggs,,,70,40,4.5,1.5,18,1,egg
